text,date,amusement_parks,ferris_wheels,water_parks,miniature_parks,baths_and_saunas,climbing,stadiums,winter_sports,natural_springs,water,nature_reserves,beaches,railway_stations,dams,mints,mineshafts,science_museums,churches,cathedrals,monasteries,synagogues,hindu_temples,mosques,archaeology,castles,fortified_towers,bunkers,military_museums,battlefields,war_graves,cemeteries,mausoleums,crypts,monuments,tumuluses,wall_painting,fountains,sculptures,gardens_and_parks,archaeological_museums,art_galleries,biographical_museums,history_museums,local_museums,national_museums,fashion_museums,planetariums,zoos,aquariums,skyscrapers,towers,historic_architecture,bridges,text_en
".obiekty i miejsca, które pokazują bogactwo historii ludzkości.Jestem pasjonatem historii naturalnej i przygód na świeżym powietrzu. Wolę aktywne formy spędzania czasu, szczególnie te związane z naturą. Moje hobby obejmuje eksplorację parków narodowych, wędrówki z górami i nurkowanie","Planuję intensywną przygodową podróż trwającą około trzech tygodni, rozpoczynając ją w ciągu najbliższego półrocza. Chcę odkrywać dzikie obszary, zagłębiać się w historię i doświadczać różnorodności przyrody.",1,2,1,1,2,4,1,3,3,4,5,2,2,1,1,2,3,1,1,2,1,1,1,4,3,3,2,4,3,4,2,2,1,3,1,1,2,3,2,4,1,2,3,2,3,1,1,3,3,1,2,3,2,"I am passionate about natural history and outdoor adventures.My hobby includes the exploration of national parks, mountain hiking and diving.I most often spend my free time surrounded by wild nature, observing the variety of fauna and flora.I am also interested in archaeological facilities and places that show the richness of human history.I prefer active forms of spending time, especially those related to nature."
".Jako miłośnik historii sztuki lubię odkrywać małe miasteczka, odkrywać muzea i galerie sztuki oraz spędzać czas wolny na trasach autostopowych","Planuję dłuższą podróż autostopem na 10 dni, od 10 do 20 lipca 2024 roku.",2,1,1,2,1,1,1,1,3,4,3,3,5,2,1,2,3,4,4,3,2,1,1,3,4,2,1,2,2,3,2,2,1,3,2,3,2,4,2,3,5,2,4,4,5,1,1,1,1,1,3,4,3,"I am a hitchhiking lover with interests in the field of art history.I love to discover new places, gain experience traveling by hitchhiking, at the same time I am passionate about art history and architecture.The hobby is the exploration of small towns, visiting art museums, photographing architecture and learning about local artistic traditions.I most often spend my free time on hitchhiking routes, in small art galleries and participating in local culture festivals."
"Jestem entuzjastą przyrody i parków narodowych, uwielbiam odkrywać piękno dzikiej przyrody. Moje hobby to piesze wędrówki, obserwacja ptaków, i fotografowanie krajobrazów naturalnych. Najchętniej spędzam wolny czas w miejscach, gdzie mogę być blisko natury i doświadczać różnorodności ekosystemów.","Planuję swoją wycieczkę na maj. Będzie trwała 10 dni, od 15 maja do 25 maja.",1,1,2,1,1,1,1,1,4,5,5,3,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,2,4,1,1,1,4,3,1,1,2,1,3,1,1,2,1,1,2,1,1,"I am an enthusiast of nature and national parks, I love to discover the beauty of wild nature.My hobby are hiking, bird observation, and photographing natural landscapes.I most often spend my free time in places where I can be close to nature and experience the diversity of ecosystems."
"Jestem specjalistą ds. marketingu internetowego z zamiłowaniem do nowych trendów cyfrowych. Moje zainteresowania obejmują strategie content marketingu, social media oraz analizę danych marketingowych. Hobby to eksploracja nowych platform reklamowych, tworzenie kreatywnych kampanii online i śledzenie zmian w algorytmach wyszukiwarek. Wolny czas najchętniej spędzam na analizie danych rynkowych i doskonaleniu umiejętności z zakresu marketingu cyfrowego.","Planuję krótką podróż biznesową na 4 dni, od 15 do 18 listopada 2024 roku.",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,2,1,1,1,2,1,1,"I am a specialist in internet marketing with a passion for new digital trends.My interests include content marketing strategies, social media and marketing data analysis.The hobby is the exploration of new advertising platforms, creating creative online campaigns and tracking changes in search engine algorithms.I most often spend my free time analyzing market data and improving digital marketing skills."
"Jestem turystką o wielkim zamiłowaniu do przyrody i aktywności fizycznej. Najbardziej cenię sobie miejsca z pięknymi krajobrazami, parki narodowe, górskie szlaki oraz możliwość aktywnego spędzania czasu na świeżym powietrzu.",Planuję podróż w okresie od 15 sierpnia do 30 sierpnia 2023 roku.,2,2,2,2,1,4,2,3,3,4,5,1,2,3,1,2,2,1,1,2,1,1,1,3,3,3,2,2,3,3,2,1,1,2,3,1,2,1,2,2,1,2,3,2,2,1,1,3,3,2,4,2,3,"I am a tourist with a great passion for nature and physical activity.I appreciate the most places with beautiful landscapes, national parks, mountain trails and the opportunity to spend time actively outdoors."
"Podróże to dla mnie nie tylko szansa na odpoczynek, ale również możliwość odkrywania nowych smaków i doświadczeń kulinarnych. Lubię spontaniczność i zaskakiwanie się nowymi miejscami.","Nie mam konkretnego terminu, ważne, żeby podróż odbyła się wtedy, kiedy mam ochotę na odpoczynek.",4,4,4,4,4,4,4,4,1,4,4,4,4,1,1,1,4,4,4,4,4,1,1,4,4,4,1,1,1,4,4,1,1,4,1,4,4,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,"Travels for me are not only a chance to rest, but also the opportunity to discover new flavors and culinary experiences.I like spontaneity and surprise in new places."
"Jestem pasjonatem sztuki nowoczesnej i uwielbiam eksplorować muzea prezentujące najnowsze trendy artystyczne. Moje hobby to uczestnictwo w wystawach, śledzenie twórczości nowoczesnych artystów oraz kolekcjonowanie dzieł współczesnej sztuki. Najchętniej spędzam wolny czas w miejscach, gdzie mogę doświadczać innowacji i świeżego spojrzenia na sztukę.","Planuję swoją wycieczkę na październik. Będzie trwała 7 dni, od 10 października do 17 października.",1,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,5,1,2,1,4,1,1,1,1,3,4,1,2,"I am passionate about modern art and I love to explore museums presenting the latest artistic trends.My hobby is participation in exhibitions, tracking the work of modern artists and collecting works of contemporary art.I most often spend my free time in places where I can experience innovation and a fresh look at art."
" Lubię odkrywać różnorodność artystyczną i inspirujące miejsca, które stymulują moje dzieło artystyczne..Jestem turystą z pasją do historii sztuki, a moje hobby jest rzeźbą w drewnie","Planuję swoją wycieczkę na czerwiec. Będzie trwała 14 dni, od 7 czerwca do 20 czerwca.",2,3,1,2,1,1,2,1,2,3,3,1,3,1,1,1,4,4,4,3,2,2,1,3,4,3,1,3,2,3,2,3,1,3,1,1,2,5,3,3,5,2,4,3,4,1,2,1,2,3,4,4,3,"I am a tourist with a passion for the history of art, and my hobby is a sculpture in wood.I like to discover artistic diversity and inspiring places that stimulate my artistic work."
".Jestem entuzjastą nowoczesnej architektury i projektowania. Moje zainteresowania koncentrują się na odkrywaniu innowacyjnych budynków, innowacyjnych projektach miejskich i uczestnictwu na wystawach projektowych. Hobby to projektowanie wnętrz, zbieranie nowoczesnych dzieł sztuki i śledzenie najnowszych trendów w architekturze.Mój wolny czas w nowoczesnych galeriach sztuki, projekt przestrzeni miejskich i sklepów z unikalnymi przedmiotami","Planuję średnią wycieczkę na 5 dni, od 5 do 9 czerwca 2024 roku.",1,4,1,1,1,1,1,1,1,2,1,1,3,1,1,1,4,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,3,1,4,3,1,5,1,2,1,3,5,1,1,1,5,5,1,3,"I am an enthusiast of modern architecture and design.My interests focus on exploring innovative buildings, innovative urban projects and participation in design exhibitions.The hobby is interior design, collecting modern works of art and tracking the latest trends in architecture.I most often spend my free time in modern art galleries, design of urban spaces and stores with unique items."
"Ponadto fascynuje mnie regionalna kuchnia i architektura.Moja miłość do kultury i sztuki jest widoczna w moich zajęciach wolnoprzecinkowych w muzeach, galeriach i targach.","Planuję krótką wycieczkę trwającą około 7 dni, która rozpocznie się za dwa miesiące.",2,4,2,1,2,1,2,1,3,2,3,1,3,2,1,2,4,4,3,3,3,2,1,3,3,2,1,3,2,3,2,3,1,3,1,2,2,3,4,4,5,3,4,3,4,2,2,3,2,3,4,4,3,"I am an enthusiast of culture and art.I most often spend my free time visiting museums, art gallery and participation in local artistic events.I am also interested in regional cuisine and architecture."
". Jestem zainteresowany lokalną kuchnią i sztuką, zawsze szukam autentycznych doświadczeń. Planuję moje podróże, ale lubię też wyjechaćtrochę miejsca na spontaniczność.Podróżowanie to nie tylko okazja do odkrywania miejsc, ale także głębsze zrozumienie różnorodności kulturowej","W podróżach staram się unikać szczytów sezonów, co pozwala mi uniknąć tłumów i lepiej zintegrować się z lokalną atmosferą. Chętnie podróżuję zarówno latem, jak i zimą, aby doświadczyć różnych klimatów i atrakcji.",4,4,3,3,4,3,4,3,4,4,5,4,4,3,3,4,4,5,5,4,4,3,3,4,4,4,3,4,3,4,4,3,3,4,3,4,4,4,4,4,4,4,5,4,5,3,3,4,4,4,5,5,4,"Traveling is not only an opportunity for me to explore places, but also to a deeper understanding of cultural diversity.I am interested in local cuisine and art, I am always looking for authentic experiences.I plan my travels, but I also like to leave some space for spontaneity."
".Lubię aktywność teatralną i fizyczną i fascynuje mnie kulturowa różnorodność miast i ich otoczenia.Spędzam wolny czas na oglądaniu pokazów na świeżym powietrzu, narciarstwie na nartach i jogging w parkach",Moja wycieczka odbędzie się od 5 sierpnia do 20 sierpnia 2023 roku.,2,3,2,2,4,3,3,1,2,3,3,1,2,2,2,2,4,3,4,2,3,1,2,3,3,2,1,3,2,2,3,3,1,3,1,4,2,2,4,3,4,3,4,3,4,3,2,2,2,3,4,3,3,I am a lover of theater and physical activity.I am interested in the cultural diversity and the cultural scene.I spend my free time by participating in outdoor performances and practicing jogging in city parks.
"Lubię przestrzeń wypełnioną historią i życiem nocnym, a także współczesne atrakcje i aktywny odpoczynek..Moje preferowane działania to dynamiczne podróże, badanie nowych kultur i doświadczanie intensywnych emocji","Preferuję podróże w okresie letnim. Lubię ciepłe klimaty, plaże i możliwość korzystania z wszelkich atrakcji w pełni. Lato pozwala mi także na udział w różnorodnych wydarzeniach kulturalnych i festiwalach.",4,3,4,3,4,2,5,1,2,3,2,5,3,3,2,4,4,3,3,2,2,1,1,3,4,3,2,4,3,3,3,3,2,4,2,4,3,4,4,3,4,3,4,3,4,2,3,5,4,4,3,4,4,"I am a person who values dynamic travels, discovering new cultures and experiencing intensive sensations the most.I prefer space with a rich history and night life.Modern attractions and opportunities for active rest are also important to me."
"Jako ktoś, kto lubi historię i architekturę, mam również pasję do lokalnej kuchni i doceniają spokojne lokalizacje z atrakcjami kulturowymi.",Moja wycieczka odbędzie się od 10 lipca do 20 lipca 2023 roku.,2,3,1,2,2,1,4,1,3,4,4,2,4,3,2,3,4,5,4,3,4,1,1,4,5,4,2,4,3,3,3,4,3,4,2,3,4,4,5,4,5,3,5,4,5,3,2,3,3,4,5,5,4,I am an enthusiast of history and architecture.I am also interested in local cuisine.I prefer peaceful places with a rich cultural heritage.
".Moja miłość do natury i spokojnego otoczenia jest niezachwiana i często cieszę się ze górzystych spacerów, obserwując naturalne piękno jej okolic i zanurzając się w lokalnych zwyczajach i tradycjach","Planuję długą wycieczkę trwającą około czterech tygodni, która rozpocznie się za sześć miesięcy.",1,2,1,2,1,1,1,1,4,5,5,1,2,1,1,1,1,2,1,1,1,1,1,3,3,2,1,1,1,2,1,2,1,2,1,1,1,2,4,4,3,2,4,3,4,1,1,2,1,1,2,3,2,"I am a fan of nature and peaceful places.I most often spend my free time hiking in the mountains, relaxing walks and observation of wild nature.I am also interested in local traditions and culture."
"Dodatkowo fascynuje mnie nowoczesne technologie.Spędzam wolny czas na ćwiczeniu różnych sportów ekstremalnych, w tym windsurfing, ekstremalnych narciarstw i skoków spadochronowych..Jako pełna przygód osoba lubię odkrywać nowe doświadczenia i rzucić wyzwanie sobie","Planuję krótką wycieczkę trwającą kilka dni, która rozpocznie się za dwa miesiące.",3,2,5,1,2,4,2,5,2,4,3,5,2,2,1,1,2,1,1,1,1,1,1,3,3,2,2,3,3,2,1,2,1,2,2,1,2,2,3,2,1,1,2,1,2,1,1,1,1,4,4,3,2,"I am a lover of adventure and extreme impressions.I most often spend my free time practicing extreme sports, such as windsurfing, extreme skiing and parachute jumping.I am also interested in modern technologies."
.W wolnym czasie lubię odkrywać i dokumentować te tradycje artystyczne.Jako historyk sztuki mam pasję do fotografowania historycznych struktur kościoła i sztuki świętej,Moja wycieczka odbędzie się od 10 maja do 25 maja 2023 roku.,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,5,4,4,3,2,1,2,3,2,1,1,1,2,2,1,1,3,1,1,1,2,2,2,4,1,5,3,4,1,1,1,1,1,3,5,2,"I am an art historian with a passion for photographing the architecture of historic churches, valuing places with a rich cultural heritage.My hobby is a study and documentation of sacred art.I spend my free time in places where history and art are unique."
"Lubię odkrywać historyczne strony, doświadczać historii i znajdować ekscytujące przygody, które sprawiają, że poczuję się odświeżeniem i inspiracją moimi doświadczeniami.Przyciągają mnie piękno natury, szczególnie w jej oszałamiającej scenerii, górzyste szlaki i sporty ekstremalne.Jako osoba energiczna mam pasję do aktywnego relaksu i odkrywania nowych doświadczeń.","Planuję wyjazd na około 7 dni, aby mieć czas na intensywne przeżycie przygód i zwiedzanie różnorodnych miejsc. Zależy mi na dynamicznym spędzeniu czasu.",4,3,2,2,3,5,4,5,2,4,5,3,3,2,2,4,3,2,2,2,2,3,2,4,4,4,4,4,5,4,2,3,3,4,3,3,2,3,3,4,3,2,3,2,3,2,3,2,2,3,4,2,3,"I am an energetic person, I love active rest and new challenges.I am fascinated by nature, which is why I value the most places offering beautiful views, mountain trails, as well as attractions related to extreme sports.I am interested in history, but above all I am looking for adventures that will provide me with adrenaline and unforgettable experiences."
" Lubię połączenie wiedzy naukowej z przygodą odkrywczą ducha, co sprawia, że moje podróże są pełne interesujących doświadczeń.Jestem turystą, który pasjonuje się muzeami naukowymi, a moim hobby jest eksploracją fascynujących jaskinii.","Planuję swoją wycieczkę na maj. Będzie trwała 12 dni, od 10 maja do 21 maja.",2,3,2,1,1,2,1,1,3,2,4,1,3,2,1,2,5,2,2,1,1,2,1,3,2,1,1,3,1,2,2,1,1,2,1,1,1,2,3,3,2,1,3,3,4,1,4,1,2,3,4,3,2,"I am a tourist who is passionate about science museums, and my hobby is an exploration of fascinating caves.I like a combination of scientific knowledge with the adventure revealing spirit, which makes my travels full of interesting experiences."
"Jako turysta jestem zainteresowany odkrywaniem sztuki i kultury, odwiedzając muzea, teatry, galerie sztuki i inne instytucje kulturalne, które zapewniają wgląd w lokalną historię i dziedzictwo artystyczne.","Preferuję podróże o różnych porach roku, by móc uczestniczyć w różnych wydarzeniach kulturalnych.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,1,1,2,1,2,4,3,3,2,3,2,1,1,1,1,2,2,2,"I am a tourist who wants to see places related to art and culture.I am interested in museums, theaters, art galleries and other cultural facilities that allow you to better understand local history and artistic tradition."
"Podróże są dla mnie niezwykłą przygodą, kocham eksplorować nowe miejsca i doświadczać różnorodności kultur. Szukam zarówno unikalnych atrakcji turystycznych, jak i ukrytych miejsc, które pozwalają mi lepiej zrozumieć lokalny styl życia i historię.","Planuję moje podróże tak, aby unikać tłumów i móc spokojnie odkrywać każde miejsce. Preferuję podróże w okresach, gdy pogoda jest łagodna, ale jestem gotów dostosować się do okoliczności i zaskakujących możliwości.",4,4,3,3,4,3,3,2,4,4,5,4,4,3,3,3,4,5,5,4,3,3,3,4,4,3,2,4,3,3,3,3,2,4,3,4,4,4,4,4,4,3,5,4,5,3,3,4,4,4,5,5,4,"Travels are an amazing adventure for me, I love to explore new places and experience the diversity of cultures.I am looking for both unique tourist attractions and hidden places that allow me to better understand the local lifestyle and history."
"Ponadto lubię wydarzenia kulturalne, festiwale filmowe, kuchnię lokalną i odwiedzam piękne ogrody botaniczne i parki narodowe..Podróżuję, aby odkrywać miejsca historyczne, parki narodowe i miejsca związane z literaturą.Jestem pasjonatem historii i literatury Polski","lipiec 2023, 14 dni.",2,3,2,1,2,1,2,1,2,3,4,2,3,3,2,3,3,5,5,4,3,2,2,4,5,4,3,4,5,4,3,4,4,4,2,2,3,3,4,5,3,3,5,4,5,2,1,3,2,2,3,5,3,"I am an enthusiast of the history of Poland and literature.I travel to discover historical monuments, national museums and literature related places.I am also interested in cultural events, film festivals and local cuisine.Beautiful botanical gardens and the opportunity to visit interesting national parks are also valued for me."
"Podróżowanie dla mnie to nie tylko okazja do odkrywania nowych miejsc, ale także do odkrywania lokalnej kuchni i kultury..Ale zawsze zostawiam miejsce na spontaniczność i nieplanowane odkrycia. Lubię wędrować po ulicach miast, wypróbowywać regionalne potrawy i angażować się w życie lokalnej społeczności","Nie mam stałych reguł co do terminów podróży. Czasem lubię wyjazdy poza sezonem, by uniknąć tłumów, innym razem chętnie uczestniczę w lokalnych festiwalach i wydarzeniach, aby doświadczyć autentycznej atmosfery danego miejsca.",4,3,3,3,4,3,4,3,4,4,5,4,4,3,3,4,4,5,5,4,4,3,3,4,4,4,3,4,3,4,4,3,3,4,3,4,4,4,4,4,4,4,5,4,5,3,3,4,4,4,5,5,4,"Traveling for me is not only an opportunity to explore new places, but also to explore local cuisine and culture.I like to wander through the streets of cities, try regional dishes and get involved in the life of the local community.I plan travel, but I always leave space for spontaneity and unplanned discoveries."
