text,amusement_parks,ferris_wheels,water_parks,miniature_parks,baths_and_saunas,climbing,stadiums,winter_sports,natural_springs,water,nature_reserves,beaches,railway_stations,dams,mints,mineshafts,science_museums,churches,cathedrals,monasteries,synagogues,hindu_temples,mosques,archaeology,castles,fortified_towers,bunkers,military_museums,battlefields,war_graves,cemeteries,mausoleums,crypts,monuments,tumuluses,wall_painting,fountains,sculptures,gardens_and_parks,archaeological_museums,art_galleries,biographical_museums,history_museums,local_museums,national_museums,fashion_museums,planetariums,zoos,aquariums,skyscrapers,towers,historic_architecture,bridges,prep_text
"Moja pasja jako turysta leży w muzeach naukowych i jestem bardzo zainteresowany odkrywaniem jaskiń.Lubię łączyć wiedzę naukową z ryzykownym nastawieniem, dzięki czemu moje podróże są pełne niespodzianek za każdym razem.",2,3,2,1,1,2,1,1,3,2,4,1,3,2,1,2,5,2,2,1,1,2,1,3,2,1,1,3,1,2,2,1,1,2,1,1,1,2,3,3,2,1,3,3,4,1,4,1,2,3,4,3,2,pasja jako turysta leż w muzeum naukowy i zainteresowany odkrywać jaskinia lubić łączyć wiedza naukowy z ryzykowny nastawienie dzięki czemu podróż pełny niespodzianka za razem
"Jestem entuzjastą przygód i egzotycznych doświadczeń. Wolny czas najchętniej spędzam na trekkingu, nurkowaniu i próbowaniu lokalnych specjałów. Interesuje mnie także flora i fauna danego regionu.",3,2,4,2,4,5,3,4,3,5,5,4,2,3,2,2,3,2,2,2,1,1,1,3,3,3,1,3,2,3,2,3,1,3,1,2,3,3,4,4,3,2,3,3,3,1,1,3,4,3,4,3,2,entuzjasta przygoda i egzotyczny doświadczenie wolny czas chętnie spędzać trekking nurkowanie i próbować lokalny specjał interesować miąć także flora i fauna dany region
".Staram się odkryć unikalne dzieła sztuki, zabytków architektonicznych i miejsc, które emanują zarówno historycznym, jak i artystycznym stylem.Jestem pasjonatem sztuki i architektury, a podróże jest dla mnie sposobem na odkrywanie różnorodności kulturowej i estetycznej",1,3,2,1,1,1,2,1,2,3,3,2,3,2,2,2,4,4,4,3,3,2,2,3,4,4,2,3,2,3,3,3,2,4,2,3,2,4,3,3,5,4,4,3,4,1,2,2,2,3,4,5,4,starać odkryć unikalny dzieło sztuk zabytek architektoniczny i miejsce który emanować zarówno historyczny i artystyczny styl pasjonat sztuk i architektura a podróż miąć sposób odkrywać różnorodność kulturowy i estetyczny
"Lubię parki i atrakcje rozrywki, a także aktywny relaks i miejsca, które oferują zabawę i emocje.",5,4,5,4,4,3,4,3,3,4,4,4,3,3,2,2,3,2,2,2,1,1,1,2,4,3,2,3,2,1,1,1,1,2,2,1,4,3,5,3,3,2,4,3,4,2,2,5,5,2,5,4,3,lubić park i atrakcja rozrywka a także aktywny relaks i miejsce który oferować zabawa i emocje
"Podróże to dla mnie niezapomniane przygody, uwielbiam poznawać nowe kultury i smaki. Stawiam na różnorodność i elastyczność w podróżach, co pozwala mi na odkrywanie zarówno dzikiej przyrody, jak i pulsujących miast.",4,3,4,3,4,3,4,3,4,5,5,4,3,3,3,4,4,5,5,4,4,3,3,4,4,4,3,4,3,4,4,3,3,4,3,4,4,4,4,4,4,4,5,4,5,3,3,4,4,4,5,5,4,podróż miąć niezapomniany przygoda uwielbiać poznawać nowe kultura i smak stawiać różnorodność i elastyczność w podróża pozwalać odkrywać zarówno dziki przyroda i pulsować miast
".Ponadto lubię robić zdjęcia z przyrodą i obserwować unikalną przyrodę.Moje zainteresowania to ekologia, botanika i odkrywanie pięknych krajobrazów.Mam przywiązanie do na świeżym powietrzu i lubię odkrywać bezruch natury",1,3,2,1,1,1,1,1,4,5,5,1,2,4,1,2,1,2,1,1,1,1,1,3,4,3,1,1,1,2,2,1,1,3,2,2,2,2,4,4,2,1,3,3,4,1,1,3,2,1,3,3,2,ponadto lubić robić zdjęcia z przyroda i obserwować unikalny przyroda zainteresowanie ekologia botanika i odkrywać piękny krajobraz mama przywiązanie świeży powietrze i lubić odkrywać bezruch natura
"Wolę spokojne i spokojne lokalizacje, w których można docenić naturalne piękno lub kulturę okolic.Mam spokojne usposobienie i lubię spędzać czas z moimi bliskimi.",2,3,2,3,2,3,2,2,4,4,5,3,4,4,3,3,2,4,4,4,3,4,3,5,5,4,4,3,3,4,4,4,3,4,3,2,3,4,4,5,3,2,5,4,5,2,2,3,3,2,4,5,4,wola spokojny i spokojny lokalizacja w który można docenić naturalny piękno kultura okolica mama spokojny usposobienie i lubić spędzać czas z bliski
"Moje hobby to udział w wegańskich zajęciach gotowania, pisanie kulinarnego bloga i dokonywanie obserwacji w wolnym czasie..Jako entuzjasta wegańskiego jedzenia bardzo pasjonuję się przygotowywaniem pożywnych potraw warzywnych, wypróbowywaniem nowych przepisów i zainteresowania nocnym niebem",1,2,1,1,1,1,1,1,1,2,3,1,2,1,1,1,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,4,1,1,1,3,1,2,hobby udział w wegański zajęcia gotowanie pisanie kulinarny blog i dokonywać obserwacja w wolny czas jako entuzjasta wegański jedzenie pasjonować przygotowywać pożywny potraw warzywny wypróbowywać nowy przepis i zainteresowanie nocny niebo
"Lubię również odwiedzać rynki żywności, aby uczyć się od lokalnych szefów kuchni i próbki autentycznych smaków.Moje hobby to gotowanie potraw z całego świata i pisanie bloga podróżniczego i kulinarnego.Lubię podróżować i gotować, a także odkrywać nowe kuchni regionalne, uczestniczące w festiwalach kulinarnych.",2,4,1,1,1,1,1,1,1,3,2,3,4,2,1,1,2,3,3,2,2,1,1,2,3,3,1,2,1,1,2,1,1,2,1,1,1,2,3,2,1,1,3,2,4,1,1,2,1,3,4,3,3,lubić również odwiedzać rynka żywność aby uczyć lokalny szef kuchnia i próbka autentyczny smak hobby gotowanie potraw z cały świat i pisanie blog podróżniczy i kulinarny lubić podróżować i gotować a także odkrywać nowe kuchnia regionalny uczestniczyć w festiwal kulinarny
".Moje zainteresowanie leży w fotografii, więc jestem gotów odkrywać piękne lokalizacje.Najbardziej lubię spędzać wolny czas w kawiarniach i restauracjach z lokalną kuchnią.Sztuka i historia są moimi najlepszymi celami.Mam zamiłowanie do spokojnych spacerów przez historyczne centra miasta, muzea i galerie sztuki",1,3,2,1,2,1,2,1,3,3,4,2,3,2,2,3,4,5,4,3,3,2,1,3,4,3,1,2,1,3,2,2,1,3,2,4,3,4,3,4,5,3,5,4,5,2,2,1,2,3,4,5,3,zainteresowanie leż w fotografia gotów odkrywać piękne lokalizacja najbardziej lubić spędzać wolny czas w kawiarnia i restauracja z lokalny kuchnia sztuka i historia dobry cela mama zamiłowanie spokojny spacer przez historyczny centra miasto muzeum i galeria sztuk
" Moim hobby to skok Bungee, Go -karts i wszelkiego rodzaju imprezy sportowe ekstremalne.Wiadomości w świecie sportu ekstremalnego.Jestem entuzjastą sportów ekstremalnych i adrenaliny.",4,3,4,2,3,5,5,4,2,3,1,3,2,1,1,1,3,1,1,1,1,1,1,2,3,2,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,3,4,1,2,hobby skok bungee karts i wszelki rodzaj impreza sportowy ekstremalny wiadomości w świat sport ekstremalny entuzjasta sport ekstremalny i adrenalina
"Moja pasja polega na podróżowaniu i odkrywaniu nowych miejsc podczas pozostania aktywnym..Lubię zarówno stare, jak i nowe miejsca, a także uczestniczyć w sporcie i doświadczam różnorodnych opcji rozrywkowych",4,4,3,3,4,4,3,3,3,4,5,4,3,3,3,4,4,4,4,3,3,3,3,4,4,4,3,4,4,3,3,4,3,4,3,4,4,4,4,4,4,3,4,4,4,3,3,4,4,3,4,4,4,pasja polegać podróżować i odkrywać nowy miejsce podczas pozostać aktywny lubić zarówno stare i nowe miejsce a także uczestniczyć w sport i doświadczać różnorodny opcja rozrywkowy
"Jestem pasjonatem historii i przyrody. Wolny czas najchętniej spędzam na zwiedzaniu zamków, rezerwatów przyrody i pieszych wędrówkach po górach. Interesuje mnie również lokalna kuchnia i folklor.",1,3,2,1,2,4,2,1,4,4,5,2,3,3,1,2,3,4,3,3,2,2,1,4,5,4,2,3,2,3,4,3,2,4,1,3,3,3,4,4,3,2,4,3,4,1,2,3,2,3,3,4,3,pasjonat historia i przyroda wolny czas chętnie spędzać zwiedzać zamek rezerwat przyroda i pieszy wędrówka góra interesować miąć również lokalny kuchnia i folklor
"Lubię spędzać czas na świeżym powietrzu, angażować się w sport ekstremalny i uczestniczyć w wydarzeniach, które jednocześnie dostarczają mi emocji i emocji.Pomimo mojego napiętego harmonogramu jestem zapalonym poszukiwaczem przygód i aktywnym uczestnikiem, który szuka ekscytujących zajęć, takich jak wspinaczka i sporty zimowe.",3,2,1,2,2,5,3,5,2,3,4,1,2,1,1,2,1,2,1,1,1,1,1,2,3,3,2,3,4,3,2,2,1,2,1,1,2,1,3,2,1,1,3,2,2,1,1,2,1,2,3,3,2,lubić spędzać czas świeży powietrze angażować w sport ekstremalny i uczestniczyć w wydarzenie który jednocześnie dostarczać emocja i emocja pomimo napięty harmonogram zapalony poszukiwacz przygoda i aktywny uczestnik który szukać ekscytujący zajęcia wspinaczka i sport zimowy
Jestem pasjonatką podróży i kuchni świata. Moje zainteresowania skupiają się na odkrywaniu lokalnych smaków i tradycji kulinarnej. Wolny czas najchętniej spędzam na degustacjach regionalnych potraw i poszukiwaniach unikalnych składników spożywczych.,2,3,1,2,2,1,1,1,3,4,3,2,3,2,1,1,3,2,2,1,1,3,1,3,2,2,1,2,1,2,2,1,1,3,1,3,2,3,4,3,2,1,3,3,4,1,2,2,4,2,3,2,3,pasjonatka podróż i kuchnia świat zainteresowanie skupiać odkrywać lokalny smak i tradycja kulinarny wolny czas chętnie spędzać degustacja regionalny potraw i poszukiwanie unikalny składnik spożywczy
.Jestem miłośnikiem natury i aktywnego rekreacji,2,3,4,2,3,4,2,1,5,5,5,3,2,3,1,2,3,4,3,2,1,2,1,4,4,3,2,2,2,2,3,3,1,4,1,3,3,3,5,4,4,3,3,3,4,2,1,3,3,3,4,4,3,miłośnik natura i aktywny rekreacja
".Lubię również projektowanie i stylizację ubrań do wypoczynku lub podróżowanie do popularnych miejsc turystycznych, takich jak parki łyżwiarskie, parki wspinaczkowe/upadające i ziplines.Jestem zainteresowany doświadczeniem różnych sportów artystycznych, w tym ich oglądaniem i obserwowaniem ich historii",5,2,5,3,3,4,2,5,0,3,1,3,1,1,1,2,2,2,3,0,1,1,1,3,3,2,3,1,0,0,0,2,3,3,2,4,3,2,2,3,4,2,2,2,3,5,4,4,4,5,5,3,5,lubić również projektować i stylizacja ubranie wypoczynek podróżować popularny miejsce turystyczny park łyżwiarski park wspinaczkowy upadać i ziplines zainteresowany doświadczenie różny sport artystyczny w tym oglądać i obserwować historia
".Lubię odkrywać nowe miejsca i angażować się w pełne przygód zajęcia na świeżym powietrzu, kolarstwo górskie i obserwować piękno lokalnych tradycji.Ponadto lubię uczyć się o lokalnych rzemiosłach i tradycyjnych zwyczajach",3,4,2,3,3,5,3,4,4,5,5,2,3,3,2,3,3,2,2,2,2,3,2,4,3,3,4,4,4,3,2,3,2,4,3,2,2,3,3,4,2,2,3,2,3,2,1,2,2,3,4,3,3,lubić odkrywać nowe miejsce i angażować w pełny przygoda zajęcia świeży powietrze kolarstwo górski i obserwować piękno lokalny tradycja ponadto lubić uczyć o lokalny rzemiosło i tradycyjny zwyczaj
". Jestem zainteresowany atrakcjami, które oferują wgląd w świat nauki, nowoczesne technologie i innowacje.Jestem turystą, który chce zobaczyć miejsca związane z nauką i technologią",2,3,2,2,2,2,2,2,2,2,3,2,3,3,2,3,5,2,2,2,2,2,2,3,3,2,3,4,3,2,2,2,2,3,2,2,2,2,3,4,2,3,3,3,4,2,4,2,2,2,3,3,3,zainteresowany atrakcja który oferować wgląd w świat nauka nowoczesny technologia i innowacja turysta który chcieć zobaczyć miejsce związać z nauka i technologia
".Lubię doświadczać różnych form teatru w niekonwencjonalnych ustawieniach, ale większość mojego wolnego czasu spędza w środowisku o żywej kulturze artystycznej.Jestem fanem teatru na świeżym powietrzu i lubię odkrywać wyjątkowe miejsca o silnej obecności kulturowej",1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,1,3,1,1,1,1,1,2,2,1,lubić doświadczać różny forma teatr w niekonwencjonalny ustawienie ale większość wolne czas spędzać w środowisko o żywy kultura artystyczny fan teatr świeży powietrze i lubić odkrywać wyjątkowy miejsce o silny obecność kulturowy
"Jestem pokojową osobą, która ceni wewnętrzny pokój i spokój.Podróżowanie to nie tylko zamknięte oko, ale także doświadczanie piękna przyrody i kultury, z mocą ożywienia się w tej atmosferze.",2,3,2,3,3,2,2,2,3,4,5,3,3,3,2,2,3,3,3,3,3,3,3,4,4,4,3,3,3,4,3,4,3,4,3,3,3,3,4,4,3,3,4,4,4,3,3,4,3,3,3,4,4,pokojowa osoba który cenić wewnętrzny pokój i spokój podróżować tylko zamknięty oko ale także doświadczać piękno przyroda i kultura z moc ożywienie w atmosfera
"Jestem miłośniczką historii i kultury, zafascynowaną architekturą oraz dziedzictwem kulturowym różnych miejsc na świecie. Moje zainteresowania skupiają się głównie na zwiedzaniu muzeów, miejsc historycznych i artystycznych, gdzie mogę zgłębiać tajniki przeszłości oraz czerpać inspirację z różnorodnych form sztuki. Wolny czas najchętniej spędzam na długich spacerach po zabytkowych uliczkach, podziwiając charakterystyczną architekturę i odkrywając niezwykłe dzieła sztuki.",2,3,2,2,2,1,2,1,3,3,2,2,3,2,3,2,4,4,4,3,3,3,3,4,4,3,2,4,3,3,3,3,2,3,2,2,3,4,3,4,5,3,5,3,5,3,2,2,2,2,3,4,3,miłośniczka historia i kultura zafascynować architektura oraz dziedzictwo kulturowy różny miejsce świat zainteresowanie skupiać głównie zwiedzać muzeum miejsce historyczny i artystyczny móc zgłębiać tajniki przeszłość oraz czerpać inspiracja z różnorodny forma sztuk wolny czas chętnie spędzać długi spacer zabytkowy uliczka podziwiać charakterystyczny architektura i odkrywać niezwykły dzieło sztuk
"Jestem osobą, która jest bardzo zainteresowana historią i kulturą. Moje hobby czyta książki historyczne i odwiedza muzeum.",1,3,1,2,2,1,2,1,3,4,5,2,4,2,4,3,5,4,4,3,4,2,3,4,4,3,2,5,3,4,3,4,3,5,2,3,3,4,4,5,4,3,5,4,5,2,3,1,2,3,4,5,4,osoba który zainteresowana historia i kultura hobby czytać książka historyczny i odwiedzać muzeum
"Moja miłość do sportu i aktywny styl życia jest obszerny, a ja przede wszystkim angażuję się w różne działania fizyczne, takie jak jazda na rowerze, bieganie i sporty zimowe..Spędzam wolny czas na stadionach, dopingując moją ulubioną drużynę i odwiedzając parki z licznymi atrakcjami sportowymi",3,2,4,1,4,3,5,5,2,3,2,1,3,2,1,2,1,2,1,1,1,1,1,2,1,2,1,2,3,3,2,1,1,3,1,2,1,1,3,1,1,1,2,1,1,1,1,2,1,2,4,2,3,miłość sport i aktywny styl życie obszerny a angażować w różny działanie fizyczny jazda rower biegać i sport zimowy spędzać wolny czas stadion dopingować ulubiony drużyna i odwiedzać park z liczny atrakcja sportowy
"Podróże to dla mnie pasja, uwielbiam odkrywać nowe miejsca i doświadczać różnorodności kulturowej. Zawsze staram się poznać lokalną kuchnię i sztukę, ponieważ to dla mnie ważna część podróży. Planuję moje wyjazdy, ale zawsze zostawiam trochę miejsca na spontaniczność i niespodzianki.",4,5,4,4,4,3,4,3,4,5,5,4,4,3,3,4,4,5,5,4,4,3,3,5,5,4,3,4,3,4,4,3,3,5,3,5,4,4,4,5,5,4,5,4,5,4,3,4,4,5,5,5,5,podróż miąć pasja uwielbiać odkrywać nowe miejsce i doświadczać różnorodność kulturowy starać poznać lokalny kuchnia i sztuka miąć ważny część podróż planować wyjazd ale zostawiać trochę miejsce spontaniczność i niespodzianka
Jestem entuzjastą historii i architektury. Interesuję się także lokalną kuchnią. Wolę spokojne miejsca z bogatym dziedzictwem kulturowym.,2,3,1,2,2,1,4,1,3,4,4,2,4,3,2,3,4,5,4,3,4,1,1,4,5,4,2,4,3,3,3,4,3,4,2,3,4,4,5,4,5,3,5,4,5,3,2,3,3,4,5,5,4,entuzjasta historia i architektura interesować także lokalny kuchnia wola spokojny miejsce z bogaty dziedzictwo kulturowy
"Jestem pasjonatem literatury i sztuki, uwielbiam zanurzać się w światach wymyślonych przez pisarzy i artystów. Moje hobby to czytanie książek, uczestnictwo w spotkaniach literackich oraz zwiedzanie galerii sztuki. Najchętniej spędzam wolny czas w miejscach, gdzie mogę czerpać inspirację z różnorodnych form wyrazu artystycznego.",1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,2,1,2,1,1,1,1,1,2,2,1,pasjonat literatura i sztuk uwielbiać zanurzać w świat wymyślić przez pisarz i artysta hobby czytanie książka uczestnictwo w spotkanie literacki oraz zwiedzać galeria sztuk chętnie spędzać wolny czas w miejsce móc czerpać inspiracja z różnorodny forma wyraz artystyczny
".Kiedy mam wolny czas, lubię odkrywać nowe miejsca, zwłaszcza te z bujnym zielonym środowiskiem.Ponadto lubię studiować przeszłość wojskową i projekty architektoniczne.Jestem pasjonatem przyrody i historii",3,4,2,3,4,5,2,3,4,5,5,3,3,2,1,4,4,5,5,3,4,2,2,5,5,4,3,4,3,4,3,4,3,4,3,2,4,3,5,5,4,3,5,4,5,2,3,4,3,2,4,5,4,mama wolny czas lubić odkrywać nowe miejsce zwłaszcza te z bujny zielony środowisko ponadto lubić studiować przeszłość wojskowy i projekt architektoniczny pasjonat przyroda i historia
"Moją pasją do podróży jest odkrywanie urzekających lokalizacji i zanurzenie się w różnych kulturach.Preferuję aktywny relaks i odmładzanie spacerów po historycznych miejscach..Ostrożnie planuję moje wycieczki, aby uzyskać jak najwięcej wiedzy",4,4,3,3,4,3,4,3,4,5,5,4,4,3,3,4,4,5,5,4,4,3,3,4,4,4,3,4,3,4,4,3,3,4,3,4,4,4,4,4,4,4,5,4,5,3,3,4,4,4,5,5,4,pasja podróż odkrywać urzekający lokalizacja i zanurzenie w różny kultura preferować aktywny relaks i odmładzać spacer historyczny miejsce ostrożnie planować wycieczka aby uzyskać najwięcej wiedza
"Jestem turystą, który szuka miejsc z pięknymi widokami nocnymi. Fascynują mnie iluminacje, nocne panoramy miast i inne atrakcje świetlne.",2,5,2,2,3,2,2,2,2,4,3,3,3,3,2,2,2,4,4,3,3,3,3,3,4,4,2,2,2,3,3,3,3,3,2,2,4,2,3,2,2,2,3,2,3,2,4,2,2,5,5,4,4,turysta który szukać miejsce z piękny widok nocny fascynować miąć iluminacja nocny panorama miast i atrakcja świetlny
"Moje hobby obejmują programowanie, uczestnictwo w konferencjach technologicznych i zbieranie książek fantasy w czasie wolnym..Jako fan technologii i literatury mam pasję do czytania powieści science fiction i eksploracji technologii naukowych",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,4,1,1,2,3,1,1,hobby obejmować programować uczestnictwo w konferencja technologiczny i zbieranie książka fantasy w czas wolny jako fan technologia i literatura mama pasja czytanie powieść science fiction i eksploracja technologia naukowy
"Moja rozrywka podróżuje do miejsc różnorodnych wyznań, angażując się z różnymi kulturami i uczestniczenie w wydarzeniach związanych z historią i nowoczesnością określonego obszaru..Jako turysta mam zainteresowanie religią, filozofią i polityką",2,3,2,2,2,1,2,1,3,3,3,2,3,2,2,1,3,4,4,4,4,5,5,3,3,2,1,2,1,3,3,4,2,3,2,1,2,3,3,3,3,2,4,4,4,2,2,2,2,3,4,4,3,rozrywka podróżować miejsce różnorodny wyznanie angażować z różny kultura i uczestniczyć w wydarzenie związać z historia i nowoczesność określony obszar jako turysta mama zainteresowanie religia filozofia i polityka
"Jestem fanem wędkarstwa i aktywności na wodzie. Interesuje mnie ekologia i zrównoważony rozwój miast. Uwielbiam odkrywać ukryte zakątki miast, zwłaszcza te z urozmaiconym otoczeniem naturalnym.",2,3,5,2,4,1,3,1,4,5,5,3,2,4,1,2,3,2,2,2,1,1,1,3,4,3,2,3,1,2,2,3,2,3,1,2,3,2,5,4,3,2,4,3,4,1,3,4,4,2,3,2,3,fan wędkarstwo i aktywność woda interesować miąć ekologia i zrównoważony rozwój miast uwielbiać odkrywać ukryć zakątek miast zwłaszcza te z urozmaicić otoczenie naturalny
"Interesuje mnie sztuka współczesna i architektura. Spędzam wolny czas w miejscach, w których mogę doświadczyć innowacyjnych form sztuki i fascynującej architektury. Moje hobby odwiedza galerie sztuki współczesnej, eksplorację wyjątkowej architektury i uczestnictwa w wydarzeniach artystycznych.",1,3,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,4,1,3,2,1,5,2,2,1,3,5,1,1,1,5,4,1,3,interesować miąć sztuka współczesny i architektura spędzać wolny czas w miejsce w który móc doświadczyć innowacyjny forma sztuk i fascynujący architektura hobby odwiedzać galeria sztuk współczesny eksploracja wyjątkowy architektura i uczestnictwo w wydarzenie artystyczny
"Ponadto cenię spokojne spacery w parkach i ogrodach..Jako osoba, która lubi kulturę i historię, preferuję miejsca z bogatym dziedzictwem kulturowym, muzeami, budynkami historycznymi i kuchnią regionalną",2,3,2,2,3,2,3,1,3,4,3,2,3,3,2,3,4,4,3,4,3,2,2,4,5,4,3,4,3,4,4,4,3,4,3,2,3,3,4,4,4,3,5,4,5,2,3,3,3,2,4,4,3,ponadto cenić spokojny spacer w parka i ogroda jako osoba który lubić kultura i historia preferować miejsce z bogaty dziedzictwo kulturowy muzeum budynek historyczny i kuchnia regionalny
". Lubię restauracje oferujące sushi i inne potrawy azjatyckie. Lubię wędrówki i aktywne odwiedzanie nowych miejsc.Interesuje mnie wszystko związane z naturą, zwierzętami i roślinami, dlatego lubię miejsca, w których jestem otoczony takimi rzeczami",3,1,0,1,0,3,0,2,4,3,5,1,0,0,0,2,2,2,2,2,2,2,2,1,4,4,2,0,0,1,0,0,2,0,1,0,0,0,3,0,0,0,0,2,2,0,5,5,5,1,1,2,0,lubić restauracja oferować sushi i potraw azjatycki lubić wędrówka i aktywny odwiedzanie nowy miejsce interesować miąć związać z natura zwierzę i roślina lubić miejsce w który otoczyć rzecz
